file_name,label,fault_location,fault_diameter,motor_load,rpm,sample_freq,fault
N15_M01_F10_K001_11,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K001_12,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K001_13,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K001_14,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K001_15,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K001_16,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K001_17,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K001_18,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K001_19,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K001_20,normal_2,nan,nan,2,1500,64,normal
N15_M07_F04_K001_1,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K001_2,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K001_3,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K001_4,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K001_5,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K001_6,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K001_7,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K001_8,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K001_9,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K001_10,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K001_11,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K001_12,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K001_13,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K001_14,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K001_15,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K001_16,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K001_17,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K001_18,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K001_19,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K001_20,normal_3,nan,nan,3,1500,64,normal
N15_M07_F10_K002_1,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K002_2,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K002_3,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K002_4,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K002_5,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K002_6,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K002_7,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K002_8,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K002_9,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K002_10,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K002_11,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K002_12,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K002_13,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K002_14,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K002_15,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K002_16,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K002_17,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K002_18,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K002_19,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K002_20,normal_0,nan,nan,0,1500,64,normal
N09_M07_F10_K002_1,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K002_2,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K002_3,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K002_4,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K002_5,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K002_6,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K002_7,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K002_8,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K002_9,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K002_10,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K002_11,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K002_12,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K002_13,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K002_14,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K002_15,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K002_16,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K002_17,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K002_18,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K002_19,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K002_20,normal_1,nan,nan,1,900,64,normal
N15_M01_F10_K002_1,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K002_2,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K002_3,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K002_4,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K002_5,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K002_6,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K002_7,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K002_8,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K002_9,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K002_10,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K002_11,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K002_12,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K002_13,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K002_14,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K002_15,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K002_16,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K002_17,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K002_18,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K002_19,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K002_20,normal_2,nan,nan,2,1500,64,normal
N15_M07_F04_K002_1,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K002_2,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K002_3,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K002_4,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K002_5,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K002_6,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K002_7,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K002_8,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K002_9,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K002_10,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K002_11,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K002_12,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K002_13,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K002_14,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K002_15,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K002_16,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K002_17,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K002_18,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K002_19,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K002_20,normal_3,nan,nan,3,1500,64,normal
N15_M07_F10_K003_1,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K003_2,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K003_3,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K003_4,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K003_5,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K003_6,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K003_7,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K003_8,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K003_9,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K003_10,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K003_11,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K003_12,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K003_13,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K003_14,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K003_15,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K003_16,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K003_17,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K003_18,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K003_19,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K003_20,normal_0,nan,nan,0,1500,64,normal
N09_M07_F10_K003_1,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K003_2,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K003_3,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K003_4,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K003_5,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K003_6,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K003_7,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K003_8,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K003_9,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K003_10,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K003_11,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K003_12,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K003_13,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K003_14,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K003_15,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K003_16,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K003_17,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K003_18,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K003_19,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K003_20,normal_1,nan,nan,1,900,64,normal
N15_M01_F10_K003_1,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K003_2,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K003_3,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K003_4,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K003_5,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K003_6,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K003_7,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K003_8,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K003_9,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K003_10,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K003_11,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K003_12,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K003_13,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K003_14,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K003_15,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K003_16,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K003_17,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K003_18,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K003_19,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K003_20,normal_2,nan,nan,2,1500,64,normal
N15_M07_F04_K003_1,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K003_2,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K003_3,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K003_4,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K003_5,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K003_6,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K003_7,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K003_8,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K003_9,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K003_10,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K003_11,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K003_12,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K003_13,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K003_14,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K003_15,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K003_16,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K003_17,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K003_18,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K003_19,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K003_20,normal_3,nan,nan,3,1500,64,normal
N15_M07_F10_K004_1,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K004_2,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K004_3,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K004_4,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K004_5,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K004_6,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K004_7,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K004_8,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K004_9,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K004_10,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K004_11,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K004_12,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K004_13,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K004_14,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K004_15,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K004_16,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K004_17,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K004_18,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K004_19,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K004_20,normal_0,nan,nan,0,1500,64,normal
N09_M07_F10_K004_1,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K004_2,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K004_3,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K004_4,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K004_5,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K004_6,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K004_7,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K004_8,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K004_9,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K004_10,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K004_11,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K004_12,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K004_13,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K004_14,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K004_15,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K004_16,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K004_17,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K004_18,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K004_19,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K004_20,normal_1,nan,nan,1,900,64,normal
N15_M01_F10_K004_1,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K004_2,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K004_3,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K004_4,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K004_5,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K004_6,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K004_7,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K004_8,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K004_9,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K004_10,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K004_11,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K004_12,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K004_13,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K004_14,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K004_15,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K004_16,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K004_17,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K004_18,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K004_19,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K004_20,normal_2,nan,nan,2,1500,64,normal
N15_M07_F04_K004_1,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K004_2,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K004_3,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K004_4,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K004_5,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K004_6,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K004_7,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K004_8,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K004_9,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K004_10,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K004_11,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K004_12,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K004_13,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K004_14,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K004_15,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K004_16,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K004_17,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K004_18,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K004_19,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K004_20,normal_3,nan,nan,3,1500,64,normal
N15_M07_F10_K005_1,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K005_2,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K005_3,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K005_4,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K005_5,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K005_6,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K005_7,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K005_8,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K005_9,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K005_10,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K005_11,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K005_12,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K005_13,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K005_14,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K005_15,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K005_16,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K005_17,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K005_18,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K005_19,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K005_20,normal_0,nan,nan,0,1500,64,normal
N09_M07_F10_K005_1,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K005_2,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K005_3,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K005_4,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K005_5,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K005_6,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K005_7,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K005_8,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K005_9,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K005_10,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K005_11,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K005_12,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K005_13,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K005_14,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K005_15,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K005_16,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K005_17,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K005_18,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K005_19,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K005_20,normal_1,nan,nan,1,900,64,normal
N15_M01_F10_K005_1,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K005_2,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K005_3,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K005_4,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K005_5,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K005_6,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K005_7,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K005_8,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K005_9,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K005_10,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K005_11,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K005_12,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K005_13,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K005_14,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K005_15,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K005_16,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K005_17,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K005_18,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K005_19,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K005_20,normal_2,nan,nan,2,1500,64,normal
N15_M07_F04_K005_1,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K005_2,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K005_3,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K005_4,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K005_5,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K005_6,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K005_7,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K005_8,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K005_9,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K005_10,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K005_11,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K005_12,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K005_13,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K005_14,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K005_15,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K005_16,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K005_17,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K005_18,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K005_19,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K005_20,normal_3,nan,nan,3,1500,64,normal
